ano,uf,nome_mun,cultura,seguradora,evento_sinistro,apolices_contratadas,total_segurado_mil,soma_premio_total_mil,total_subvencao_mil,valor_indenizacoes_pagas_mil,sinistralidade_media,taxa_media,apolices_indenizadas
2018,AC,Rio Branco,Pecuário,Mapfre,-,2,988246.8,9892.13,4451.45,0.0,0.0,0.01,0
2018,AL,Igaci,Milho 1ª safra,Aliança do Brasil, SECA,1,646644.9,51309.86,23089.44,514018.03,10018,79,1
2018,AL,Limoeiro de Anadia,Milho 1ª safra,Sancor,-,1,322882.69,29059.47,13076.76,0.0,0.0,0.09,0
2018,AL,Messias,Pecuário,Mapfre,-,1,386600.0,3869.78,1741.4,0.0,0.0,0.01,0
2018,AL,Santana do Mundaú,Pecuário,Mapfre,-,1,165920.0,1660.82,747.36,0.0,0.0,0.01,0
2018,AL,Viçosa,Pecuário,Mapfre,-,1,300000.0,3002.93,1351.31,0.0,0.0,0.01,0
2018,AM,Iranduba,Soja,Aliança do Brasil,-,1,353920.0,35392.0,15926.4,0.0,0.0,0.1,0
2018,AM,Novo Airão,Soja,Aliança do Brasil,-,2,1499520.0,149952.0,67478.4,0.0,0.0,0.1,0
2018,BA,Alcobaça,Floresta,Mapfre,-,1,231840.0,5126.24,2306.8,0.0,0.0,22,0
2018,BA,Baianópolis,Soja,Aliança do Brasil,-,4,2941946.21,198969.26,89536.16,0.0,0.0,68,0
2018,BA,Baianópolis,Soja,Aliança do Brasil, SECA,4,3617724.4,246497.64,110923.93,536594.27,2177,68,4
2018,BA,Barra do Choça,Café,Swiss Re,-,1,30000.24,500.0,225.0,0.0,0.0,17,0
2018,BA,Barreiras,Soja,Aliança do Brasil,-,7,4098334.48,341287.14,153579.22,0.0,0.0,82,0
2018,BA,Barreiras,Soja,Aliança do Brasil, SECA,1,523654.4,37671.46,16952.16,500.0,13,72,1
2018,BA,Barreiras,Soja,Markel,-,1,630000.0,103468.75,46560.94,0.0,0.0,164,0
2018,BA,Barreiras,Soja,Sancor,-,3,2219799.89,139963.78,62983.71,0.0,0.0,63,0
2018,BA,Camacan,Café,Aliança do Brasil,-,1,67052.58,2594.64,1167.59,0.0,0.0,39,0
2018,BA,Caravelas,Floresta,Mapfre,-,2,1927241.24,44754.83,20139.67,0.0,0.0,23,0
2018,BA,Casa Nova,Uva,Fairfax,-,2,1424800.0,71425.72,32141.57,0.0,0.0,0.05,0
2018,BA,Coronel João Sá,Milho 1ª safra,Sancor, SECA,1,29085.7,2617.71,1177.97,25022.95,9559,0.09,1
2018,BA,Correntina,Soja,Aliança do Brasil,-,2,1486092.0,140209.54,63094.29,0.0,0.0,94,0
2018,BA,Correntina,Soja,Aliança do Brasil, SECA,4,3979634.56,368025.8,165611.61,1242967.7,3377,89,4
2018,BA,Encruzilhada,Café,Aliança do Brasil,-,2,302513.93,11705.97,5267.69,0.0,0.0,39,0
2018,BA,Encruzilhada,Pecuário,Mapfre,-,1,352500.0,3528.45,1587.8,0.0,0.0,0.01,0
2018,BA,Eunápolis,Café,Sancor,-,2,288636.75,13106.43,5897.89,0.0,0.0,46,0
2018,BA,Formosa do Rio Preto,Milho 1ª safra,Sancor, SECA,1,476248.5,32384.9,14573.21,213195.45,6583,68,1
2018,BA,Formosa do Rio Preto,Soja,Aliança do Brasil,-,34,26160245.46,2081846.59,936831.0,0.0,0.0,82,0
2018,BA,Formosa do Rio Preto,Soja,Aliança do Brasil, SECA,3,2557053.54,202847.1,91281.19,418226.77,2062,86,3
2018,BA,Formosa do Rio Preto,Soja,Essor,-,6,3449993.24,269954.64,121479.58,0.0,0.0,0.08,0
2018,BA,Formosa do Rio Preto,Soja,Excelsior,-,5,3791155.17,329613.06,131845.23,0.0,0.0,87,0
2018,BA,Formosa do Rio Preto,Soja,Mapfre,-,1,432544.0,45555.8,20500.11,0.0,0.0,105,0
2018,BA,Formosa do Rio Preto,Soja,Markel,-,1,560000.0,71373.56,32118.1,0.0,0.0,127,0
2018,BA,Formosa do Rio Preto,Soja,Sancor,-,6,3462538.21,226608.21,101973.7,0.0,0.0,65,0
2018,BA,Formosa do Rio Preto,Soja,Sancor, SECA,1,692461.44,43625.08,19631.29,333813.95,7652,63,1
2018,BA,Formosa do Rio Preto,Soja,Swiss Re,-,9,9916900.0,721800.09,324810.04,0.0,0.0,73,0
2018,BA,Guaratinga,Café,Aliança do Brasil,-,1,179200.58,6934.28,3120.43,0.0,0.0,39,0
2018,BA,Ibirapuã,Floresta,Mapfre,-,1,375911.07,2556.2,1150.29,0.0,0.0,7,0
2018,BA,Inhambupe,Milho 1ª safra,Aliança do Brasil, SECA,1,648709.1,51473.65,23163.14,2661.58,52,79,1
2018,BA,Itabela,Café,Aliança do Brasil,-,1,351508.83,13601.86,6120.84,0.0,0.0,39,0
2018,BA,Itagibá,Pecuário,Swiss Re,-,1,24000.0,1152.63,518.68,0.0,0.0,48,0
2018,BA,Itaju do Colônia,Pecuário,Mapfre,-,1,532992.0,5335.13,2400.8,0.0,0.0,0.01,0
2018,BA,Itambé,Pecuário,Mapfre,-,1,338537.4,3388.68,1524.9,0.0,0.0,0.01,0
2018,BA,Itapicuru,Milho 1ª safra,Aliança do Brasil, SECA,2,2104690.08,167002.58,75151.17,1124779.22,6735,79,2
2018,BA,Itapicuru,Milho 1ª safra,Sancor,-,1,15099.86,1358.99,611.55,0.0,0.0,0.09,0
2018,BA,Itapicuru,Milho 1ª safra,Sancor, SECA,1,37812.04,3403.09,1531.39,9002.89,2646,0.09,1
2018,BA,Jaborandi,Feijão,Aliança do Brasil,-,1,230715.99,18457.27,8305.77,0.0,0.0,0.08,0
2018,BA,Jaborandi,Soja,Aliança do Brasil,-,5,4803012.28,349593.09,150433.1,0.0,0.0,65,0
2018,BA,Jaborandi,Soja,Aliança do Brasil, SECA,1,424965.51,31343.14,14104.41,156030.14,4978,74,1
2018,BA,Jaborandi,Soja,Essor,-,4,2429224.64,141582.23,59115.28,0.0,0.0,58,0
2018,BA,Jaborandi,Soja,Sancor,-,3,3385983.43,239597.37,107818.82,0.0,0.0,0.07,0
2018,BA,Luís Eduardo Magalhães,Feijão,Aliança do Brasil,-,1,150756.22,12060.49,5427.22,0.0,0.0,0.08,0
2018,BA,Luís Eduardo Magalhães,Milho 1ª safra,Aliança do Brasil,-,2,1658996.28,132719.69,59723.86,0.0,0.0,0.08,0
2018,BA,Luís Eduardo Magalhães,Soja,Aliança do Brasil,-,11,6995360.2,579622.15,260829.98,0.0,0.0,84,0
2018,BA,Luís Eduardo Magalhães,Soja,Aliança do Brasil, SECA,1,267384.6,25227.15,11352.22,64893.41,2572,94,1
2018,BA,Luís Eduardo Magalhães,Soja,Essor,-,5,3211085.85,189454.07,75781.63,0.0,0.0,59,0
2018,BA,Luís Eduardo Magalhães,Soja,Sancor,-,5,4764193.45,313138.69,140912.41,0.0,0.0,64,0
2018,BA,Mucugê,Batata,Aliança do Brasil,-,1,1470242.72,117619.41,52928.73,0.0,0.0,0.08,0
2018,BA,Mucuri,Floresta,Allianz,-,2,101760.0,3031.24,1364.04,0.0,0.0,0.03,0
2018,BA,Nova Viçosa,Floresta,Allianz,-,1,477395.94,7645.94,3440.66,0.0,0.0,16,0
2018,BA,Nova Viçosa,Floresta,Mapfre,-,4,1332528.27,13985.68,6293.54,0.0,0.0,12,0
2018,BA,Paripiranga,Milho 1ª safra,Aliança do Brasil, SECA,1,327619.71,25995.91,11698.16,299051.27,11504,79,1
2018,BA,Presidente Jânio Quadros,Café,Aliança do Brasil,-,1,60891.07,2356.21,1060.29,0.0,0.0,39,0
2018,BA,Riachão das Neves,Soja,Aliança do Brasil,-,3,1854038.17,132823.91,59770.76,0.0,0.0,72,0
2018,BA,Riachão das Neves,Soja,Aliança do Brasil, SECA,6,5255047.15,369781.49,166401.68,1633017.5,4416,0.07,6
2018,BA,Rio Real,Laranja,Swiss Re,-,4,158983.38,6320.03,2844.01,0.0,0.0,39,0
2018,BA,Roda Velha,Soja,Essor,-,1,1479443.62,90394.01,36157.6,0.0,0.0,61,0
2018,BA,Roda Velha,Soja,Markel,-,1,1378201.5,75000.0,33750.0,0.0,0.0,54,0
2018,BA,Santa Rita de Cássia,Pecuário,Mapfre,-,1,885081.6,8859.47,3986.76,0.0,0.0,0.01,0
2018,BA,São Desidério,Algodão,Aliança do Brasil,-,1,879961.04,62936.34,28321.35,0.0,0.0,72,0
2018,BA,São Desidério,Milho 1ª safra,Aliança do Brasil,-,2,906553.55,33715.57,15172.01,0.0,0.0,37,0
2018,BA,São Desidério,Soja,Aliança do Brasil,-,11,7737496.78,660391.44,297176.14,0.0,0.0,88,0
2018,BA,São Desidério,Soja,Aliança do Brasil, SECA,4,2988270.89,213746.6,96185.98,1094859.69,5122,71,4
2018,BA,São Desidério,Soja,Essor,-,3,2468876.42,145946.21,62559.48,0.0,0.0,59,0
2018,BA,São Desidério,Soja,Sancor,-,3,1595943.12,100544.41,45244.99,0.0,0.0,63,0
2018,BA,São Desidério,Soja,Swiss Re,-,1,1126690.38,71453.13,32153.91,0.0,0.0,63,0
2018,BA,São Desidério,Soja,Swiss Re, SECA,1,909358.54,56359.56,25361.8,5180.59,92,62,1
2018,BA,Sítio do Quinto,Milho 1ª safra,Aliança do Brasil, SECA,1,168217.47,13347.69,6006.46,150386.42,11267,79,1
2018,BA,Tabocas do Brejo Velho,Soja,Aliança do Brasil,-,1,611270.75,40733.07,18329.88,0.0,0.0,67,0
2018,DF,Brasília,Feijão,Mapfre,-,2,636721.14,23340.81,8169.28,0.0,0.0,36,0
2018,DF,Brasília,Milho 1ª safra,Aliança do Brasil,-,3,2788724.8,121196.59,48478.64,0.0,0.0,44,0
2018,DF,Brasília,Milho 1ª safra,Mapfre,-,1,281368.64,11541.69,5193.76,0.0,0.0,41,0
2018,DF,Brasília,Milho 2ª safra,Aliança do Brasil,-,4,1012222.0,65794.43,29607.49,0.0,0.0,65,0
2018,DF,Brasília,Soja,Aliança do Brasil,-,10,6736849.15,255365.92,114812.78,0.0,0.0,39,0
2018,DF,Brasília,Soja,Aliança do Brasil, SECA,2,1452641.99,51753.2,23288.94,410971.4,7941,36,2
2018,DF,Brasília,Soja,Mapfre,-,17,4749135.29,304303.43,136936.47,0.0,0.0,65,0
2018,ES,Afonso Cláudio,Café,Mapfre,-,4,106528.08,1788.28,804.7,0.0,0.0,17,0
2018,ES,Afonso Cláudio,Café,Sancor,-,3,67658.6,3331.79,1499.31,0.0,0.0,47,0
2018,ES,Afonso Cláudio,Tomate,Mapfre,-,1,238800.0,6241.35,2808.6,0.0,0.0,26,0
2018,ES,Águia Branca,Café,Aliança do Brasil,-,1,121408.8,4011.76,1805.29,0.0,0.0,33,0
2018,ES,Águia Branca,Café,Mapfre,-,1,13502.7,578.92,260.51,0.0,0.0,43,0
2018,ES,Alegre,Café,Sancor,-,1,12906.04,658.21,296.19,0.0,0.0,51,0
2018,ES,Apiacá,Café,Sancor,-,4,39567.05,1755.75,790.08,0.0,0.0,46,0
2018,ES,Baixo Guandu,Café,Mapfre,-,18,236514.85,5420.12,2438.97,0.0,0.0,24,0
2018,ES,Barra de São Francisco,Café,Aliança do Brasil,-,1,195000.0,6443.47,2899.56,0.0,0.0,33,0
2018,ES,Brejetuba,Café,Aliança do Brasil,-,1,110221.4,3642.09,1638.94,0.0,0.0,33,0
2018,ES,Brejetuba,Café,Mapfre,-,4,138416.3,1775.12,798.8,0.0,0.0,13,0
2018,ES,Brejetuba,Café,Sancor,-,3,43387.23,1744.16,784.87,0.0,0.0,0.04,0
2018,ES,Cachoeiro de Itapemirim,Café,Sancor,-,1,11487.0,585.84,263.63,0.0,0.0,51,0
2018,ES,Castelo,Café,Mapfre,-,1,40005.0,378.04,170.11,0.0,0.0,9,0
2018,ES,Castelo,Café,Sancor,-,7,171537.32,6918.03,3113.11,0.0,0.0,41,0
2018,ES,Colatina,Café,Aliança do Brasil,-,2,69568.71,2398.75,1079.44,0.0,0.0,36,0
2018,ES,Colatina,Café,Swiss Re,-,1,34500.0,500.0,225.0,0.0,0.0,14,0
2018,ES,Conceição da Barra,Floresta,Allianz,-,9,2278370.0,36082.51,16237.02,0.0,0.0,28,0
2018,ES,Conceição do Castelo,Café,Mapfre,-,9,350743.02,3640.27,1638.09,0.0,0.0,13,0
2018,ES,Conceição do Castelo,Café,Sancor,-,5,157086.48,7483.79,3367.7,0.0,0.0,48,0
2018,ES,Divino de São Lourenço,Café,Sancor,-,2,37368.22,1664.87,749.19,0.0,0.0,46,0
2018,ES,Domingos Martins,Café,Sancor,-,4,84218.66,4295.14,1932.82,0.0,0.0,51,0
2018,ES,Domingos Martins,Tomate,Mapfre,-,4,959400.0,25075.25,11283.84,0.0,0.0,26,0
2018,ES,Dores do Rio Preto,Café,Mapfre,-,2,168183.18,1513.63,681.13,0.0,0.0,9,0
2018,ES,Dores do Rio Preto,Pecuário,Mapfre,-,1,560000.0,5605.47,2522.46,0.0,0.0,0.01,0
2018,ES,Ecoporanga,Floresta,Allianz,-,1,504000.0,6406.39,2882.87,0.0,0.0,13,0
2018,ES,Governador Lindenberg,Café,Mapfre,-,34,849496.23,8372.39,3767.48,0.0,0.0,11,0
2018,ES,Governador Lindenberg,Café,Sancor,-,4,95262.99,4858.42,2186.29,0.0,0.0,51,0
2018,ES,Guaçuí,Café,Sancor,-,3,162350.18,8279.86,3725.93,0.0,0.0,51,0
2018,ES,Ibatiba,Café,Aliança do Brasil,-,1,430964.94,14240.58,6408.26,0.0,0.0,33,0
2018,ES,Ibatiba,Café,Sancor,-,6,197191.73,7927.14,3567.2,0.0,0.0,0.04,0
2018,ES,Ibiraçu,Café,Sancor,-,2,206105.03,10511.35,4730.1,0.0,0.0,51,0
2018,ES,Ibitirama,Café,Mapfre,-,1,19998.0,489.95,220.47,0.0,0.0,24,0
2018,ES,Ibitirama,Café,Sancor,-,5,91745.9,4013.5,1806.08,0.0,0.0,42,0
2018,ES,Irupi,Café,Sancor,-,9,341766.84,13739.06,6182.59,0.0,0.0,0.04,0
2018,ES,Irupi,Café,Swiss Re,-,1,198261.18,1700.09,765.04,0.0,0.0,9,0
2018,ES,Itaguaçu,Banana,Mapfre,-,1,73280.0,4765.03,2144.26,0.0,0.0,65,0
2018,ES,Itaguaçu,Café,Sancor,-,3,75526.52,3253.38,1464.02,0.0,0.0,44,0
2018,ES,Itarana,Banana,Mapfre,-,1,71680.0,4660.99,2097.44,0.0,0.0,65,0
2018,ES,Itarana,Café,Sancor,-,3,37775.15,1926.54,866.94,0.0,0.0,51,0
2018,ES,Iúna,Café,Sancor,-,2,88538.88,3559.26,1601.67,0.0,0.0,0.04,0
2018,ES,Jaguaré,Café,Aliança do Brasil,-,2,351966.44,14958.57,6731.35,0.0,0.0,42,0
2018,ES,Jaguaré,Café,Swiss Re,-,2,54492.83,1000.0,450.0,0.0,0.0,22,0
2018,ES,Jaguaré,Floresta,Allianz,-,1,113950.0,1487.4,669.32,0.0,0.0,13,0
2018,ES,Jerônimo Monteiro,Café,Sancor,-,1,18749.7,753.74,339.18,0.0,0.0,0.04,0
2018,ES,Linhares,Café,Aliança do Brasil,-,2,613936.31,26092.29,11741.53,0.0,0.0,42,0
2018,ES,Linhares,Café,Mapfre,-,3,37071.6,432.6,194.67,0.0,0.0,18,0
2018,ES,Linhares,Café,Sancor,-,3,57303.18,2303.59,1036.62,0.0,0.0,0.04,0
2018,ES,Linhares,Floresta,Allianz,-,3,662000.0,10384.02,4672.78,0.0,0.0,17,0
2018,ES,Linhares,Floresta,Mapfre,-,1,807896.51,17863.49,8038.57,0.0,0.0,22,0
2018,ES,Marechal Floriano,Banana,Mapfre,-,1,64000.0,4161.59,1872.71,0.0,0.0,65,0
2018,ES,Marechal Floriano,Café,Sancor,-,1,45092.03,2006.59,902.97,0.0,0.0,44,0
2018,ES,Marilândia,Café,Aliança do Brasil,-,3,227297.36,7510.67,3379.8,0.0,0.0,33,0
2018,ES,Marilândia,Café,Sancor,-,8,722218.89,29292.63,13181.68,0.0,0.0,41,0
2018,ES,Mimoso do Sul,Café,Aliança do Brasil,-,1,92966.25,3071.92,1382.36,0.0,0.0,33,0
2018,ES,Mimoso do Sul,Café,Sancor,-,4,73620.35,3645.85,1640.63,0.0,0.0,48,0
2018,ES,Montanha,Café,Aliança do Brasil,-,1,130204.69,4302.41,1936.08,0.0,0.0,33,0
2018,ES,Montanha,Cana-de-açúcar,Aliança do Brasil,-,1,164678.64,2541.77,1143.8,0.0,0.0,15,0
2018,ES,Montanha,Floresta,Allianz,-,2,614500.0,10605.33,4772.38,0.0,0.0,19,0
2018,ES,Mucurici,Floresta,Allianz,-,18,4314121.8,106426.89,47891.91,0.0,0.0,24,0
2018,ES,Muniz Freire,Café,Mapfre,-,5,112993.5,2045.93,920.65,0.0,0.0,18,0
2018,ES,Muniz Freire,Café,Sancor,-,2,55665.0,2838.93,1277.52,0.0,0.0,51,0
2018,ES,Muniz Freire,Tomate,Mapfre,-,1,21000.0,548.86,246.98,0.0,0.0,26,0
2018,ES,Nova Venécia,Café,Mapfre,-,1,69793.02,659.54,296.79,0.0,0.0,9,0
2018,ES,Nova Venécia,Café,Sancor,-,2,32642.37,1664.77,749.14,0.0,0.0,51,0
2018,ES,Nova Venécia,Floresta,Allianz,-,9,2905186.0,42807.02,19263.07,0.0,0.0,16,0
2018,ES,Pancas,Café,Mapfre,-,1,87991.2,831.51,374.17,0.0,0.0,9,0
2018,ES,Pancas,Café,Sancor,-,8,250716.41,12786.51,5753.93,0.0,0.0,51,0
2018,ES,Pedro Canário,Café,Aliança do Brasil,-,1,104832.38,3464.02,1558.81,0.0,0.0,33,0
2018,ES,Pedro Canário,Floresta,Allianz,-,7,1728059.6,34904.24,15706.84,0.0,0.0,0.02,0
2018,ES,Pinheiros,Café,Sancor,-,7,502321.66,25618.42,11528.28,0.0,0.0,51,0
2018,ES,Pinheiros,Floresta,Allianz,-,12,2596751.2,39210.84,17644.75,0.0,0.0,0.02,0
2018,ES,Pontões,Café,Mapfre,-,1,26403.3,338.61,152.37,0.0,0.0,13,0
2018,ES,Rio Bananal,Café,Aliança do Brasil,-,1,107011.1,3536.01,1591.2,0.0,0.0,33,0
2018,ES,Rio Bananal,Café,Mapfre,-,3,34966.47,354.83,159.66,0.0,0.0,0.01,0
2018,ES,Rio Bananal,Café,Sancor,-,1,36642.19,1868.75,840.94,0.0,0.0,51,0
2018,ES,Rio Novo do Sul,Café,Aliança do Brasil,-,11,1472160.33,52165.63,23474.54,0.0,0.0,35,0
2018,ES,Rio Novo do Sul,Café,Sancor,-,3,145990.29,7445.52,3350.48,0.0,0.0,51,0
2018,ES,Santa Leopoldina,Banana,Mapfre,-,1,20000.0,1349.99,607.49,0.0,0.0,67,0
2018,ES,Santa Leopoldina,Café,Sancor,-,6,143873.07,7337.51,3301.89,0.0,0.0,51,0
2018,ES,Santa Maria de Jetibá,Café,Mapfre,-,1,4647.78,100.0,45.0,0.0,0.0,22,0
2018,ES,Santa Maria de Jetibá,Café,Sancor,-,4,121135.7,6177.94,2780.07,0.0,0.0,51,0
2018,ES,Santa Teresa,Banana,Mapfre,-,4,159040.0,9945.98,4475.67,0.0,0.0,67,0
2018,ES,Santa Teresa,Café,Mapfre,-,3,108216.37,876.54,394.43,0.0,0.0,8,0
2018,ES,Santa Teresa,Café,Sancor,-,1,10468.2,533.88,240.25,0.0,0.0,51,0
2018,ES,Santa Teresa,Tomate,Mapfre,-,2,160800.0,4202.74,1891.22,0.0,0.0,26,0
2018,ES,São Domingos do Norte,Café,Aliança do Brasil,-,3,247482.07,8177.65,3679.95,0.0,0.0,33,0
2018,ES,São Domingos do Norte,Café,Sancor,-,1,14847.0,757.19,340.74,0.0,0.0,51,0
2018,ES,São Gabriel da Palha,Café,Aliança do Brasil,-,2,278150.71,9191.06,4135.98,0.0,0.0,33,0
2018,ES,São Gabriel da Palha,Café,Swiss Re,-,2,174118.32,1611.32,725.09,0.0,0.0,0.01,0
2018,ES,São Gabriel da Palha,Floresta,Allianz,-,1,183168.0,4735.31,2130.88,0.0,0.0,26,0
2018,ES,São Mateus,Café,Mapfre,-,6,145247.03,1609.01,724.02,0.0,0.0,13,0
2018,ES,São Mateus,Café,Sancor,-,4,350137.49,14877.47,6694.87,0.0,0.0,46,0
2018,ES,São Mateus,Café,Swiss Re,-,1,25000.13,500.0,225.0,0.0,0.0,0.02,0
2018,ES,São Mateus,Floresta,Allianz,-,6,1805364.51,24226.04,10901.65,0.0,0.0,14,0
2018,ES,São Roque do Canaã,Café,Sancor,-,1,19816.85,1010.66,454.8,0.0,0.0,51,0
2018,ES,São Roque do Canaã,Tomate,Mapfre,-,1,233400.0,6100.24,2745.1,0.0,0.0,26,0
2018,ES,Sooretama,Café,Aliança do Brasil,-,1,120508.54,3982.02,1791.91,0.0,0.0,33,0
2018,ES,Sooretama,Café,Sancor,-,1,26181.61,1335.26,600.87,0.0,0.0,51,0
2018,ES,Vargem Alta,Café,Aliança do Brasil,-,1,53797.12,1777.64,799.94,0.0,0.0,33,0
2018,ES,Vargem Alta,Café,Sancor,-,14,397829.09,17977.39,8089.83,0.0,0.0,45,0
2018,ES,Venda Nova do Imigrante,Café,Mapfre,-,23,656722.08,7822.74,3520.1,0.0,0.0,12,0
2018,ES,Venda Nova do Imigrante,Café,Sancor,-,5,289519.43,12605.42,5672.43,0.0,0.0,44,0
2018,ES,Vila Pavão,Café,Sancor,-,2,104095.46,5308.87,2389.0,0.0,0.0,51,0
2018,ES,Vila Valério,Café,Aliança do Brasil,-,1,58276.22,1925.64,866.54,0.0,0.0,33,0
2018,ES,Vila Valério,Café,Mapfre,-,1,26877.31,253.99,114.29,0.0,0.0,9,0
2018,ES,Vila Valério,Café,Sancor,-,3,121069.81,6174.57,2778.56,0.0,0.0,51,0
2018,ES,Vila Valério,Floresta,Allianz,-,1,60000.0,977.77,439.99,0.0,0.0,16,0
2018,GO,Abadia de Goiás,Soja,Allianz,-,1,625364.68,37382.66,14953.05,0.0,0.0,0.06,0
2018,GO,Abadiânia,Milho 2ª safra,Aliança do Brasil,-,3,594416.97,32692.92,14711.82,0.0,0.0,55,0
2018,GO,Abadiânia,Soja,Aliança do Brasil,-,4,2037237.34,79275.08,27746.27,0.0,0.0,39,0
2018,GO,Abadiânia,Soja,Mapfre,-,2,434930.0,30790.86,12316.33,0.0,0.0,71,0
2018,GO,Abadiânia,Tomate,Porto Seguro,-,8,2628582.5,91869.0,41341.05,0.0,0.0,35,0
2018,GO,Acreúna,Milho 2ª safra,Aliança do Brasil,-,3,663033.88,36466.85,16410.08,0.0,0.0,55,0
2018,GO,Acreúna,Milho 2ª safra,Allianz, SECA,1,521820.0,61838.96,27827.52,8724.39,141,119,1
2018,GO,Acreúna,Milho 2ª safra,Markel, SECA,1,149435.0,11846.4,5330.88,16057.91,1356,79,1
2018,GO,Acreúna,Soja,Aliança do Brasil,-,10,8071849.4,272553.33,107973.24,0.0,0.0,34,0
2018,GO,Acreúna,Soja,Aliança do Brasil, SECA,6,3327483.07,111512.08,44604.83,1306124.83,11713,34,6
2018,GO,Acreúna,Soja,Allianz,-,4,3821996.18,228469.9,91387.91,0.0,0.0,0.06,0
2018,GO,Acreúna,Soja,Allianz, SECA,2,2336130.15,139648.28,55859.29,37016.4,265,0.06,2
2018,GO,Acreúna,Soja,Mapfre,-,2,643304.85,39640.15,16648.67,0.0,0.0,61,0
2018,GO,Acreúna,Soja,Mapfre, SECA,2,1026977.03,67902.73,27161.09,638872.99,9409,65,2
2018,GO,Acreúna,Soja,Tokio Marine, SECA,2,918274.56,56180.85,22472.33,169433.93,3016,61,2
2018,GO,Água Fria de Goiás,Milho 1ª safra,Aliança do Brasil,-,3,2072932.2,101393.41,35487.7,0.0,0.0,49,0
2018,GO,Água Fria de Goiás,Milho 2ª safra,Aliança do Brasil,-,1,147516.66,8113.41,3651.03,0.0,0.0,55,0
2018,GO,Água Fria de Goiás,Soja,Aliança do Brasil,-,20,12817187.55,492185.86,172265.05,0.0,0.0,39,0
2018,GO,Água Fria de Goiás,Soja,Aliança do Brasil, SECA,3,1461304.27,55979.53,19592.84,348638.34,6228,38,3
2018,GO,Alexânia,Soja,Aliança do Brasil,-,4,6962403.99,248806.82,87082.39,0.0,0.0,36,0
2018,GO,Aloândia,Soja,Aliança do Brasil, SECA,1,594668.04,21892.86,7662.5,244626.9,11174,37,1
2018,GO,Alto Paraíso de Goiás,Soja,Mapfre,-,2,518846.23,28930.47,13018.7,0.0,0.0,55,0
2018,GO,Americano do Brasil,Soja,Aliança do Brasil,-,1,32408.71,1137.82,455.13,0.0,0.0,35,0
2018,GO,Amorinópolis,Milho 2ª safra,Aliança do Brasil, SECA,2,1341039.52,73757.17,33190.73,1082952.96,14683,55,2
2018,GO,Amorinópolis,Soja,Aliança do Brasil,-,1,257534.07,9491.78,3322.12,0.0,0.0,37,0
2018,GO,Amorinópolis,Soja,Aliança do Brasil, SECA,1,1453763.95,52256.9,18289.92,529425.97,10131,36,1
2018,GO,Amorinópolis,Soja,Mapfre,-,3,1755429.76,99355.36,44709.9,0.0,0.0,57,0
2018,GO,Amorinópolis,Soja,Sancor,-,1,598922.14,38420.86,17289.39,0.0,0.0,64,0
2018,GO,Anápolis,Milho 2ª safra,Aliança do Brasil,-,2,253097.25,13920.34,6264.16,0.0,0.0,55,0
2018,GO,Anápolis,Soja,Aliança do Brasil,-,1,276785.22,10770.55,3769.69,0.0,0.0,39,0
2018,GO,Anápolis,Tomate,Porto Seguro,-,1,302182.65,10561.0,4752.45,0.0,0.0,35,0
2018,GO,Anicuns,Soja,Aliança do Brasil,-,1,42202.23,1642.21,574.77,0.0,0.0,39,0
2018,GO,Anicuns,Soja,Mapfre,-,1,292144.54,17570.02,7906.5,0.0,0.0,0.06,0
2018,GO,Anicuns,Soja,Markel,-,1,250250.0,9929.67,3971.87,0.0,0.0,0.04,0
2018,GO,Aparecida do Rio Doce,Pecuário,Mapfre,-,1,58000.0,2322.18,1044.98,0.0,0.0,0.04,0
2018,GO,Aragarças,Milho 2ª safra,Markel,-,1,350000.0,18260.68,8217.31,0.0,0.0,52,0
2018,GO,Arenópolis,Pecuário,Mapfre,-,1,496000.0,4964.85,2234.18,0.0,0.0,0.01,0
2018,GO,Arenópolis,Soja,Aliança do Brasil, SECA,1,1713222.93,66666.71,23333.35,513966.88,7709,39,1
2018,GO,Aurilândia,Milho 2ª safra,Aliança do Brasil,-,1,256669.4,14116.81,6352.56,0.0,0.0,55,0
2018,GO,Aurilândia,Soja,Mapfre,-,1,200000.7,13752.26,5500.9,0.0,0.0,69,0
2018,GO,Baliza,Pecuário,Mapfre,-,1,171000.0,1711.67,770.25,0.0,0.0,0.01,0
2018,GO,Baliza,Soja,Aliança do Brasil, SECA,1,855439.8,28399.17,11359.67,411794.64,14.5,33,1
2018,GO,Bela Vista de Goiás,Milho 2ª safra,Aliança do Brasil,-,3,565925.45,31125.89,14006.65,0.0,0.0,55,0
2018,GO,Bela Vista de Goiás,Soja,Aliança do Brasil,-,3,2101017.4,77356.33,27074.72,0.0,0.0,37,0
2018,GO,Bela Vista de Goiás,Soja,Mapfre,-,1,75900.0,5604.33,2241.73,0.0,0.0,74,0
2018,GO,Bom Jardim de Goiás,Pecuário,Mapfre,-,1,700000.0,7006.85,3153.08,0.0,0.0,0.01,0
2018,GO,Bom Jardim de Goiás,Soja,Aliança do Brasil, SECA,1,1184133.01,38365.69,15346.28,309712.86,8073,32,1
2018,GO,Bom Jardim de Goiás,Soja,Tokio Marine,-,1,448630.0,27447.58,10979.03,0.0,0.0,61,0
2018,GO,Bom Jesus,Milho 2ª safra,Aliança do Brasil,-,10,2340957.78,128752.62,57938.69,0.0,0.0,55,0
